location_id,location_name,year,sdi
18,Thailand,1996,0.552725849531551
18,Thailand,1997,0.559773360519892
18,Thailand,1998,0.565070756993656
18,Thailand,1999,0.569917696230504
19,Timor-Leste,1990,0.275587435759545
19,Timor-Leste,1991,0.283849649875155
19,Timor-Leste,1992,0.292706935099699
19,Timor-Leste,1993,0.302046095963742
19,Timor-Leste,1994,0.311520105573532
19,Timor-Leste,1995,0.320701850352428
19,Timor-Leste,1996,0.330009647359476
19,Timor-Leste,1997,0.338722961221227
19,Timor-Leste,1998,0.346379051311778
19,Timor-Leste,1999,0.349925122269502
40,Turkmenistan,1990,0.576122784153333
40,Turkmenistan,1991,0.577093938594571
40,Turkmenistan,1992,0.577063847335169
40,Turkmenistan,1993,0.578108934927652
40,Turkmenistan,1994,0.577919036632472
40,Turkmenistan,1995,0.577750137231585
40,Turkmenistan,1996,0.577483281822063
40,Turkmenistan,1997,0.575992756652364
40,Turkmenistan,1998,0.574762839469529
40,Turkmenistan,1999,0.575055600115417
155,Türkiye,1990,0.478245596908257
155,Türkiye,1991,0.486270188287933
155,Türkiye,1992,0.49427015819756
155,Türkiye,1993,0.502576323228731
155,Türkiye,1994,0.509861524134117
155,Türkiye,1995,0.517358284353918
155,Türkiye,1996,0.525058230130814
155,Türkiye,1997,0.532953141490884
155,Türkiye,1998,0.54074026066991
155,Türkiye,1999,0.547732789259357
156,United Arab Emirates,1990,0.646232055222275
156,United Arab Emirates,1991,0.663620531234075
156,United Arab Emirates,1992,0.67950455085722
156,United Arab Emirates,1993,0.693122400529564
156,United Arab Emirates,1994,0.705457873643093
156,United Arab Emirates,1995,0.717618756933205
156,United Arab Emirates,1996,0.729334212385064
156,United Arab Emirates,1997,0.740183860295802
156,United Arab Emirates,1998,0.750219967313062
156,United Arab Emirates,1999,0.759283410653895
41,Uzbekistan,1990,0.509085108343961
41,Uzbekistan,1991,0.510641007512694
41,Uzbekistan,1992,0.511953895497395
41,Uzbekistan,1993,0.515163862397943
41,Uzbekistan,1994,0.519096191787993
41,Uzbekistan,1995,0.524511951256309
41,Uzbekistan,1996,0.531222221357472
41,Uzbekistan,1997,0.538468987620891
41,Uzbekistan,1998,0.546007622342754
41,Uzbekistan,1999,0.553599258283416
20,Viet Nam,1990,0.414175369115037
20,Viet Nam,1991,0.419552409255458
20,Viet Nam,1992,0.426119761150627
20,Viet Nam,1993,0.433614592014056
20,Viet Nam,1994,0.441851004681125
20,Viet Nam,1995,0.450720810674018
20,Viet Nam,1996,0.459963644103227
20,Viet Nam,1997,0.470111957100671
20,Viet Nam,1998,0.480374062547703
20,Viet Nam,1999,0.489573904636746
157,Yemen,1990,0.210288951654114
157,Yemen,1991,0.218545380019484
157,Yemen,1992,0.227032792032658
157,Yemen,1993,0.235565636699949
157,Yemen,1994,0.244387510340097
157,Yemen,1995,0.253415032706141
157,Yemen,1996,0.262562495123536
157,Yemen,1997,0.271858960958996
157,Yemen,1998,0.281266757428794
157,Yemen,1999,0.290684879095242
160,Afghanistan,2000,0.182385515739132
160,Afghanistan,2001,0.182299429835648
160,Afghanistan,2002,0.188051591740578
160,Afghanistan,2003,0.195235769497518
160,Afghanistan,2004,0.201865423708534
160,Afghanistan,2005,0.208744023461213
160,Afghanistan,2006,0.215879627740001
160,Afghanistan,2007,0.223992168584933
160,Afghanistan,2008,0.231762928402502
160,Afghanistan,2009,0.240912659318425
160,Afghanistan,2010,0.249932240110507
160,Afghanistan,2011,0.25838086637014
160,Afghanistan,2012,0.267012827602421
160,Afghanistan,2013,0.275250856219719
160,Afghanistan,2014,0.282873646218765
160,Afghanistan,2015,0.289859192586925
160,Afghanistan,2016,0.296510681725222
160,Afghanistan,2017,0.302940676921748
160,Afghanistan,2018,0.309143780587192
160,Afghanistan,2019,0.315615730751553
160,Afghanistan,2020,0.321744702410617
160,Afghanistan,2021,0.32613036208056
160,Afghanistan,2022,0.329955767977871
160,Afghanistan,2023,0.333711266033942
33,Armenia,2000,0.582890545215596
33,Armenia,2001,0.5889236393145
33,Armenia,2002,0.596168888567952
33,Armenia,2003,0.604141951242489
33,Armenia,2004,0.61212952545077
33,Armenia,2005,0.620526308070221
33,Armenia,2006,0.629131116559387
33,Armenia,2007,0.63801161701039
33,Armenia,2008,0.646149311162193
33,Armenia,2009,0.651061823216135
33,Armenia,2010,0.655787874881006
33,Armenia,2011,0.66042708502011
33,Armenia,2012,0.665535382325684
33,Armenia,2013,0.670242439915717
33,Armenia,2014,0.674566107102981
33,Armenia,2015,0.67904207463204
33,Armenia,2016,0.683253737244633
33,Armenia,2017,0.68815158691757
33,Armenia,2018,0.693250767458741
33,Armenia,2019,0.698825539200167
33,Armenia,2020,0.702878630919047
33,Armenia,2021,0.707013034666166
33,Armenia,2022,0.711994848630566
33,Armenia,2023,0.71733491661994
34,Azerbaijan,2000,0.586136259603827
34,Azerbaijan,2001,0.588113226467209
34,Azerbaijan,2002,0.591366256938337
34,Azerbaijan,2003,0.595290432733323
34,Azerbaijan,2004,0.59952171969349
34,Azerbaijan,2005,0.606975333968115
34,Azerbaijan,2006,0.617954127578863
34,Azerbaijan,2007,0.629831320484268
34,Azerbaijan,2008,0.64014805661113106
34,Azerbaijan,2009,0.647579329881733
34,Azerbaijan,2010,0.653723590780799
34,Azerbaijan,2011,0.659052155563813
34,Azerbaijan,2012,0.663636690634492
34,Azerbaijan,2013,0.667919935001784
34,Azerbaijan,2014,0.672537844880185
34,Azerbaijan,2015,0.676543345150478
34,Azerbaijan,2016,0.680316011500963
34,Azerbaijan,2017,0.684225453766645
34,Azerbaijan,2018,0.688345238118876
34,Azerbaijan,2019,0.692482478255626
34,Azerbaijan,2020,0.695815447696865
34,Azerbaijan,2021,0.699132711625712
34,Azerbaijan,2022,0.702280646541188
